Gene.name	Mouse.gene.name	Chicken.gene.name
IL13RA2	Il13ra2	IL13RA2
NELFCD	Nelfcd	NELFCD
RPL36AL	Gm6525	RPL36AL
CDC42BPB	Cdc42bpb	CDC42BPB
ACOX3	Acox3	ACOX3
ITGB2	Itgb2l	ITGB2
PHKA1	Phka1	PHKA1
FRMD4A	Frmd4a	FRMD4A
RBX1	Rbx1	RBX1
KDELR3	Kdelr3	KDELR3
MRC1	Mrc1	MMR1L4
SLC25A47	Slc25a47	SLC25A47
GRAP2	Grap2	GRAP2
ZDHHC15	Zdhhc15	ZDHHC15
TUBB1	Tubb1	TUBB1
IL1RAPL1	Il1rapl1	IL1RAPL1
BCL11B	Bcl11b	BCL11B
PATZ1	Patz1	PATZ1
CENPC	Cenpc1	CENPC
ZBTB33	Zbtb33	ZBTB33
ARL5B	Arl5b	ARL5B
PRELID3B	Prelid3b	PRELID3B
PCDH17	Pcdh17	PCDH17
CUBN	Cubn	CUBN
EDNRB	Ednrb	EDNRB
GDF5	Gdf5	GDF5
ATG2B	Atg2b	ATG2B
SHISAL1	Shisal1	SHISAL1
CEP250	Cep250	CEP250
XPNPEP3	Xpnpep3	XPNPEP3
RAB39B	Rab39b	RAB39B
HMGB3	Hmgb3	HMGB3
USP12	Usp12	USP12
TMEM33	Tmem33	TMEM33
ZNRF3	Znrf3	ZNRF3
LMO7	Lmo7	LMO7
IL13RA1	Il13ra1	IL13RA1
RPS6KA5	Rps6ka5	RPS6KA5
TRDMT1	Trdmt1	TRDMT1
POFUT2	Pofut2	POFUT2
PACSIN2	Pacsin2	PACSIN2
TECRL	Tecrl	TECRL
HTR2C	Htr2c	HTR2C
RADX	Radx	RADX
ANKRD9	Ankrd9	ANKRD9
C1QL3	C1ql3	C1QL3
MINDY3	Mindy3	MINDY3
GLRX5	Glrx5	GLRX5
AK7	Ak7	AK7
ARMC3	Armc3	ARMC3
MIR221	Mir221	gga-mir-221
MIR222	Mir222	gga-mir-222a
MIR223	Mir223	gga-mir-223
PPP1R13B	Ppp1r13b	PPP1R13B
HIC2	Hic2	HIC2
TMPRSS2	Tmprss2	TMPRSS2
ELAVL2	Elavl2	ELAVL2
RBM12	Rbm12	RBM12
GOLGA5	Golga5	GOLGA5
FITM2	Fitm2	FITM2
TTPAL	Ttpal	TTPAL
GPR65	Gpr65	GPR65
GRHPR	Grhpr	GRHPR
TMEM260	Tmem260	TMEM260
WBP4	Wbp4	WBP4
SERINC3	Serinc3	SERINC3
L3MBTL2	L3mbtl2	L3MBTL2
SERTM1	Sertm1	SERTM1
CDK8	Cdk8	CDK8
ZMYM3	Zmym3	ZMYM3
TRPM6	Trpm6	TRPM6
NSUN6	Nsun6	NSUN6
SOX21	Sox21	SOX21
GALC	Galc	GALC
SLC7A1	Slc7a1	SLC7A1
MFNG	Mfng	MFNG
PIP4K2A	Pip4k2a	PIP4K2A
SLC15A1	Slc15a1	SLC15A1
OSER1	Oser1	OSER1
SRSF6	Srsf6	SRSF6
LCA5L	Lca5l	LCA5L
SNORD83A	SNORD83A	SNORD83A
IFT52	Ift52	IFT52
MYBL2	Mybl2	MYBL2
ITGB1BP2	Itgb1bp2	ITGB1BP2
MALRD1	Malrd1	MALRD1
RTCB	Rtcb	RTCB
FOXO1	Foxo1	FOXO1
BDKRB1	Bdkrb1	BDKRB1
OGT	Ogt	OGT
ATP5PF	Atp5j	ATP5PF
COG3	Cog3	COG3
PRIMA1	Prima1	PRIMA1
ST8SIA6	St8sia6	ST8SIA6
CDCA4	Cdca4	CDCA4
PAX5	Pax5	PAX5
GMDS	Gmds	GMDS
OTOR	Otor	CTAGE1
GAD2	Gad2	GAD2
YWHAH	Ywhah	YWHAH
WARS1	Wars	WARS1
SRXN1	Srxn1	SRXN1
LRCH1	Lrch1	LRCH1
DTD1	Dtd1	DTD1
ASPHD2	Asphd2	ASPHD2
LSS	Lss	LSS
SRRD	Srrd	SRRD
OSBPL2	Osbpl2	OSBPL2
EXOC2	Exoc2	EXOC2
TFIP11	Tfip11	TFIP11
GPR180	Gpr180	GPR180
MKX	Mkx	MKX
NUP58	Gm49336	NUP58
GDF2	Gdf2	GDF2
IRF4	Irf4	IRF4
TPST2	Tpst2	TPST2
OPN1LW	Opn1mw	OPN1LW
CDADC1	Cdadc1	CDADC1
ODAD2	Odad2	ODAD2
CRYBB1	Crybb1	CRYBB1
EEF1E1	Eef1e1	BLOC1S5
FTCD	Ftcd	FTCD
CRYBA4	Cryba4	CRYBA4
ABCC4	Abcc4	ABCC4
IL2RB	Il2rb	IL2RB
ITGA8	Itga8	ITGA8
HLCS	Hlcs	HLCS
C1QTNF6	C1qtnf6	C1QTNF6
AQP4	Aqp4	AQP4
TAFAZZIN	Taz	TAFAZZIN
ADARB1	Adarb1	ADARB1
SSTR3	Sstr3	SSTR3
RAC2	Rac2	RAC2
SLC39A12	Slc39a12	SLC39A12
R3HDML	R3hdml	R3HDML
HM13	H13	HM13
TMEM170B	Tmem170b	TMEM170B
RCOR1	Rcor1	RCOR1
ONECUT2	Onecut2	ONECUT2
TMPRSS6	Tmprss6	TMPRSS6
NARS1	Nars	NARS
RD3L	Rd3l	RD3L
TRAF3	Traf3	TRAF3
ZFAND4	Zfand4	ZFAND4
DIS3	Dis3	DIS3
C9orf72	C9orf72	C9orf72
KDM1B	Kdm1b	KDM1B
ATP8B1	Atp8b1	ATP8B1
ASPG	Aspg	ASPG
MYO3A	Myo3a	MYO3A
BMP6	Bmp6	BMP6
MIR122	Mir122	gga-mir-122-2
COL6A1	Col6a1	COL6A1
ALPK2	Alpk2	ALPK2
ALDH1A1	Aldh1a1	ALDH1A1
TXNDC5	Txndc5	TXNDC5
RIMS4	Rims4	RIMS4
CYP46A1	Cyp46a1	CYP46A1
COG6	Cog6	COG6
MALT1	Malt1	MALT1
SPECC1L	Specc1l	SPECC1L
MIR124-3	Mir124a-3	gga-mir-124a-2
YTHDF1	Ythdf1	YTHDF1
BIRC7	Birc7	BIRC7
OLIG2	Olig2	OLIG2
C9orf85	1110059E24Rik	C9orf85
LGMN	Lgmn	LGMN
RNF182	Rnf182	RNF182
MRPS31	Mrps31	MRPS31
IFNAR2	Ifnar2	IFNAR2
SLC28A3	Slc28a3	SLC28A3
NKAIN4	Nkain4	NKAIN4
RPP40	Rpp40	RPP40
PGM5	Pgm5	PGM5
ARFGAP1	Arfgap1	ARFGAP1
PTF1A	Ptf1a	PTF1A
PSAT1	Psat1	PSAT1
ADORA2A	Adora2a	ADORA2A
INO80C	Ino80c	INO80C
DEK	Dek	DEK
SLC34A2	Slc34a2	SLC34A2
DCLRE1C	Dclre1c	DCLRE1C
IDNK	Idnk	IDNK
UPB1	Upb1	UPB1
PTPRM	Ptprm	PTPRM
STARD13	Gm42906	STARD13
IL10RB	Gm21970	IL10RB
CCNK	Ccnk	CCNK
SNRPD3	Snrpd3	SNRPD3
RASEF	Rasef	RASEF
IFNAR1	Ifnar1	IFNAR1
SCGN	Scgn	SCGN
NMRK1	Nmrk1	NMRK1
CLBA1	Clba1	CLBA1
CARMIL1	Carmil1	CARMIL1
ZNF711	Zfp711	ZNF711
POLR1E	Polr1e	POLR1E
SETD3	Setd3	SETD3
RAB9B	Rab9b	RAB9B
SLITRK6	Slitrk6	SLITRK6
SULT1B1	Sult1b1	SULT1B1
SHC3	Shc3	SHC3
MSL3	Msl3l2	MSL3
SHISA3	Shisa3	SHISA3
GOLM1	Golm1	GOLM1
SMIM14	Smim14	SMIM14
SOD3	Sod3	SOD3
CINP	Cinp	CINP
KCTD8	Kctd8	KCTD8
CHRNA4	Chrna4	CHRNA4
SDAD1	Sdad1	SDAD1
GATA6	Gata6	GATA6
TTC7B	Ttc7b	TTC7B
ST8SIA5	St8sia5	ST8SIA5
HIVEP1	Hivep1	HIVEP1
DNAJC3	Dnajc3	DNAJC3
RCAN1	Rcan1	RCAN1
MKKS	Mkks	MKKS
ARHGAP28	Arhgap28	ARHGAP28
TUT7	Tut7	ZCCHC6
TAFA5	Tafa5	TAFA5
KIAA1217	Etl4	KIAA1217
EEF1A2	Eef1a2	EEF1A2
GFOD1	Gfod1	GFOD1
MAPK1	Mapk1	MAPK3
NRSN1	Nrsn1	NRSN1
USP25	Usp25	USP25
GPR68	Gpr68	GPR68
JARID2	Jarid2	JARID2
SMARCB1	Smarcb1	SMARCB1
ELOVL2	Elovl2	ELOVL2
DEGS2	Degs2	DEGS2
HELZ2	Helz2	HELZ2
KCNK13	Kcnk13	KCNK13
APBA1	Apba1	APBA1
DCK	Dck	DCK
TDP1	Tdp1	TDP1
RELCH	Relch	RELCH
TYRP1	Tyrp1	TYRP1
SOX1	Sox1	SOX1
ZFAND5	Zfand5	ZFAND5
MCM8	Mcm8	MCM8
DGKQ	Dgkq	DGKQ
TIAM1	Tiam1	TIAM1
EDN1	Edn1	EDN1
MTMR3	Mtmr3	MTMR3
CARNMT1	Carnmt1	CARNMT1
RBM24	Rbm24	RBM24
SPINK4	Spink4	SPINK4
COL4A1	Col4a1	COL4A1
ZBTB5	Zbtb5	ZBTB5
UBE2K	Ube2k	UBE2K
PDRG1	Pdrg1	PDRG1
XKR7	Xkr7	XKR7
NAA35	Naa35	NAA35
SSR1	Ssr1	SSR1
SOD1	Sod1	SOD1
CCM2L	Ccm2l	CCM2L
COX7B2	Cox7b2	COX7B
TLR7	Tlr7	TLR7
EVL	Evl	EVL
DOP1B	Dop1b	DOP1B
TM9SF4	Tm9sf4	TM9SF4
SHROOM3	Shroom3	SHROOM3
PHF2	Phf2	PHF2
ENKUR	Enkur	ENKUR
SNORD30	Gm23389	SNORD30
UBE2A	Ube2a	UBE2A
FOXF2	Foxf2	FOXF2
CISD1	Cisd1	CISD1
PLAGL2	Plagl2	PLAGL2
TSHZ1	Tshz1	TSHZ1
SOX4	Sox4	SOX4
POFUT1	Pofut1	POFUT1
APCDD1	Apcdd1	APCDD1
DNAJC1	Dnajc1	DNAJC1
KLF3	Klf3	KLF3
CDKAL1	Cdkal1	CDKAL1
FRYL	Fryl	FRYL
NAPG	Napg	NAPG
DCDC2	Dcdc2a	DCDC2
VSTM4	Vstm4	VSTM4
ID4	Id4	ID4
DNMT3B	Dnmt3b	DNMT3B
WDFY2	Wdfy2	WDFY2
OSTF1	Ostf1	OSTF1
SLC25A16	Slc25a16	SLC25A16
MYO18B	Myo18b	MYO18B
PHYHIPL	Phyhipl	PHYHIPL
RPGR	Rpgr	RPGR
SOCS6	Socs6	SOCS6
ACTR10	Actr10	ACTR10
CDC16	Cdc16	CDC16
ASCC1	Ascc1	ASCC1
ESCO1	Esco1	ESCO1
FRMD3	Frmd3	FRMD3
SNRPD1	Snrpd1	SNRPD1
ABHD3	Abhd3	ABHD3
CEMIP2	Cemip2	ABHD17B
GSKIP	Gskip	GSKIP
KDSR	Kdsr	KDSR
ERG	Erg	ERG
GC	Gc	GC
RBP3	Rbp3	RBP3
ARHGAP12	Arhgap12	ARHGAP12
KTN1	Ktn1	KTN1
VPS4B	Vps4b	VPS4B
EVC2	Evc2	EVC2
TRPM2	Trpm2	TRPM2
LANCL3	Lancl3	LANCL3
PTPDC1	Ptpdc1	PTPDC1
CHCHD10	Chchd10	CHCHD10
SGSM3	Sgsm3	SGSM3
RBBP7	Rbbp7	RBBP7
SERPINB5	Serpinb5	SERPINB5
MAPRE1	Mapre1	MAPRE1
PROCR	Procr	PROCR
BCL2	Bcl2	BCL2
GADD45G	Gadd45g	GADD45G
KIF13A	Kif13a	KIF13A
MMP24	Mmp24	MMP24
HABP4	Habp4	HABP4
FAM83C	Fam83c	FAM83C
HNRNPD	Hnrnpd	HNRNPD
CIDEA	Cidea	CIDEA
TMOD1	Tmod1	TMOD1
RPN2	Rpn2	RPN2
CLDN10	Cldn10	CLDN10
TUBB6	Tubb6	TUBB6
MORC2	Morc2a	MORC2
SEC61B	Gm10320	SEC61B
DIRAS2	Diras2	DIRAS2
UBE2D1	Ube2d1	UBE2D1
ATP4B	Atp4b	ATP4B
GRIK1	Grik1	GRIK1
GDF10	Gdf10	GDF10
CHAMP1	Champ1	CHAMP1
LIN54	Lin54	LIN54
UBQLN1	Ubqln1	UBQLN1
PUDP	Pudp	PUDP
NALF2	Tmem28	NALF2
NRP1	Nrp1	NRP1
STEEP1	Steep1	STEEP1
DSN1	Dsn1	DSN1
TOLLIP	Tollip	TOLLIP
HPS4	Hps4	HPS4
FAM210A	Fam210a	FAM210A
STOML3	Stoml3	STOML3
ALG2	Alg2	ALG2
RNMT	Rnmt	RNMT
PHOX2B	Phox2b	PHOX2B
HSD17B3	Hsd17b3	HSD17B3
IGF2	Igf2	IGF2
LNX1	Lnx1	LNX1
TEX10	Tex10	TEX10
ZBTB46	Zbtb46	ZBTB46
EMILIN2	Emilin2	EMILIN2
NUDT9	Nudt9	NUDT9
SLC9A8	Slc9a8	SLC9A8
LPIN2	Lpin2	LPIN2
RAB33A	Rab33a	RAB33A
BRSK2	Brsk2	BRSK1
ANKRD10	Ankrd10	ANKRD10
ITCH	Itch	ITCH
B3GALT5	B3galt5	B3GALT5
GRIN3A	Grin3a	GRIN3A
AIFM1	Aifm1	AIFM1
DGCR6	Dgcr6	DGCR6
PLXDC2	Plxdc2	PLXDC2
PRDM8	Prdm8	PRDM8
SYCP2L	Sycp2l	SYCP2L
NFIL3	Nfil3	NFIL3
MYL12B	Gm49909	MYL12B
RSU1	Rsu1	RSU1
NDUFA6	Ndufa6	NDUFA6
STAP1	Stap1	STAP1
TPMT	Tpmt	TPMT
NALF1	Fam155a	NALF1
ATP10D	Atp10d	ATP10D
PROZ	Proz	PROZ
FERMT1	Fermt1	FERMT1
TMEM38B	Tmem38b	TMEM38B
PPP2R5C	Ppp2r5c	PPP2R5C
RRP7A	Rrp7a	RRP7A
BARX1	Barx1	BARX1
JCAD	Jcad	JCAD
GDAP1L1	Gdap1l1	GDAP1L1
KCNJ4	Kcnj4	KCNJ4
TSSC4	Tssc4	TSSC4
TMEM255B	Tmem255b	TMEM255B
ZNF503	Zfp503	ZNF503
PCDH7	Pcdh7	PCDH7
NPTXR	Nptxr	NPTXR
SPAG6	Spag6	SPAG6
BICD2	Bicd2	BICD2
CBX6	Cbx6	CBX6
TXN	Txn1	TXN
KCNQ1	Kcnq1	KCNQ1
PCID2	Pcid2	PCID2
MYLK4	Mylk4	MYLK4
PPP4R1	Ppp4r1	PPP4R1
LEMD2	Lemd2	LEMD2
MARCHF8	Marchf8	MARCH8
TPD52L2	Tpd52l2	TPD52L2
CLRN2	Clrn2	CLRN2
PPP2R2C	Ppp2r2c	PPP2R2C
PIP5K1B	Pip5k1b	PIP5K1B
CCKBR	Cckbr	CCKBR
PPIL1	Ppil1	PPIL1
GPR82	Gpr82	GPR82
DKK1	Dkk1	DKK1
NHLRC1	Nhlrc1	NHLRC1
KIF5B	Kif5b	KIF5B
GALNT18	Galnt18	GALNT18
TAB1	Tab1	TAB1
EFCAB11	Efcab11	EFCAB11
NFATC1	Nfatc1	NFATC1
PACRGL	5730480H06Rik	PACRGL
MOCS1	Mocs1	MOCS1
CALCB	Calcb	CALCA
MGAT3	Mgat3	MGAT3
MIEF1	Mief1	MIEF1
PTH	Pth	PTH
RIC3	Ric3	RIC3
ANKS6	Anks6	ANKS6
RIN3	Rin3	RIN3
ASB9	Asb9	ASB9
TRPM5	Trpm5	TRPM5
NMT2	Nmt2	NMT2
PTAR1	Ptar1	PTAR1
RPS19BP1	Rps19bp1	RPS19BP1
ASB11	Asb11	ASB11
GNPNAT1	Gnpnat1	GNPNAT1
TSPO2	Tspo2	TSPO2
SSTR4	Sstr4	SSTR4
VSX1	Vsx1	VSX1
ANGPTL2	Angptl2	ANGPTL2
GRM4	Grm4	GRM4
PIGA	Piga	PIGA
SNORD127	Gm25970	SNORD127
ATP6V1E1	Atp6v1e1	ATP6V1E1
MYL9	Myl9	MYL9
S1PR3	S1pr3	S1PR3
VEGFD	Vegfd	VEGFD
GET4	Get4	GET4
MIR203B	Mir203	gga-mir-203a
CLCN4	Clcn4	CLCN4
TGIF2	Tgif2	TGIF2
TGIF2-RAB5IF	Rab5if	C20H20ORF24
INTS1	Ints1	INTS1
ZDHHC13	Zdhhc13	ZDHHC13
NINJ1	Ninj1	NINJ1
MRPS26	Mrps26	MRPS26
ZNF367	Zfp367	ZNF367
BCL2L13	Bcl2l13	BCL2L13
SNX30	Snx30	SNX30
UBOX5	Ubox5	UBOX5
DAD1	Dad1	DAD1
PCCA	Pcca	PCCA
MBOAT1	Mboat1	MBOAT1
VPS13A	Vps13a	VPS13A
DDRGK1	Ddrgk1	DDRGK1
MYLIP	Mylip	MYLIP
TRIM26	Trim26	TRIM39.2
EIF2AK1	Eif2ak1	EIF2AK1
ITPA	Itpa	ITPA
PRRG4	Prrg4	PRRG4
ZNF236	Zfp236	ZNF236
ZFAND3	Zfand3	ZFAND3
ZFAND2A	Zfand2a	ZFAND2A
MICAL3	Mical3	MICAL3
ANO3	Ano3	ANO3
SLC30A9	Slc30a9	SLC30A9
PMS2	Pms2	PMS2
TPX2	Tpx2	TPX2
TUBGCP5	Tubgcp5	TUBGCP5
GSX2	Gsx2	GSX2
C11orf58	1110004F10Rik	C5H11orf58
ADH6	Adh6b	ADH1C
BCAP31	Bcap31	BCAP31
CSRP3	Csrp3	CSRP3
TRAPPC8	Trappc8	TRAPPC8
PDCL2	Pdcl2	PDCL2
MIOS	Mios	MIOS
ADAMTS3	Adamts3	ADAMTS3
SYT9	Syt9	SYT9
MYLK2	Mylk2	MYLK2
DNAH8	Dnah8	DNAH8
CSNK2A3	Csnk2a1	CSNK2A1
MEOX2	Meox2	MEOX2
FANCF	Fancf	FANCF
FAM20C	Fam20c	FAM20C
TUBGCP3	Tubgcp3	TUBGCP3
FOXS1	Foxs1	FOXS1
BCL2L1	Bcl2l1	BCL2L1
FOXK1	Foxk1	FOXK1
C7orf50	3110082I17Rik	C7orf50
ARL14EP	Arl14ep	ARL14EP
MIB1	Mib1	MIB1
LRMDA	Lrmda	LRMDA
SERGEF	Sergef	SERGEF
KIZ	Kiz	KIZ
TADA2B	Tada2b	TADA2B
TTYH3	Ttyh3	TTYH3
PDSS1	Pdss1	PDSS1
GRID2	Grid2	GRID2
P2RX5-TAX1BP3	P2rx5	P2RX5
ANXA11	Anxa11	ANXA11
SGSM2	Sgsm2	TNFAIP1
CKS2	Cks2	CKS2
AIMP2	Aimp2	AIMP2
TACR3	Tacr3	TACR3
MAMDC2	Mamdc2	MAMDC2
OVOL2	Ovol2	OVOL2
SMIM29	AI413582	SMIM29
CDS1	Cds1	CDS1
MGME1	Mgme1	MGME1
CAT	Cat	CAT
SUN1	Sun1	SUN1
RAD23B	Rad23b	RAD23B
TRMU	Trmu	TRMU
PET117	Pet117	PET117
GABRA5	Gabra5	GABRA5
RIOK1	Riok1	RIOK1
BANK1	Bank1	BANK1
TRIM14	Trim14	TRIM14
LAMP5	Lamp5	LAMP5
ANK3	Ank3	ANK3
EIF3M	Eif3m	EIF3M
ANKFY1	Ankfy1	ANKFY1
PSMF1	Psmf1	PSMF1
ZBTB43	Zbtb43	ZBTB43
PABIR1	Fam122a	FAM122A
ZNF143	Zfp143	ZNF143
SNPH	Snph	SNPH
LAMA3	Lama3	LAMA3
LMX1B	Lmx1b	LMX1B
SDCBP2	Sdcbp2	SDCBP2
GLP1R	Glp1r	GLP1R
NANS	Nans	NANS
MMRN1	Mmrn1	MMRN1
ZZEF1	Zzef1	ZZEF1
DAPK1	Dapk1	DAPK1
GRAMD4	Gramd4	GRAMD4
GPAT3	Gpat3	GPAT3
SNX21	Snx21	SNX21
OBI1	Obi1	OBI1
C7orf26	E130309D02Rik	C7orf26
ACOT8	Acot8	ACOT8
CRK	Crk	CRK
NEDD9	Nedd9	NEDD9
CHIC2	Chic2	CHIC2
RAP1GAP2	Rap1gap2	RAP1GAP2
CISD2	Cisd2	CISD2
H2AZ1	H2az1	H2AFZ
DBX1	Dbx1	LEUTX
HIPK3	Hipk3	HIPK3
SRPK1	Srpk1	SRPK1
F10	F10	F10
ZSWIM3	Zswim3	ZSWIM3
MRPL1	Mrpl1	MRPL1
PLTP	Pltp	PLTP
TBCK	Tbck	TBCK
DERL2	Derl2	DERL2
PCIF1	Pcif1	PCIF1
NAA10	Naa10	NAA10
RANGAP1	Rangap1	RANGAP1
BBOX1	Bbox1	BBOX1
ZNF335	Zfp335	ZNF335
GPC5	Gpc5	GPC5
TEKT1	Tekt1	TEKT1
LUZP2	Luzp2	LUZP2
MMP9	Mmp9	MMP9
FKBP1A	Fkbp1a	FKBP1A
PLEKHA7	Plekha7	PLEKHA7
UBL3	Ubl3	UBL3
TSTD2	Tstd2	TSTD2
A1CF	A1cf	A1CF
MCF2L	Mcf2l	MCF2L
SLC4A11	Slc4a11	SLC4A11
SLC26A8	Slc26a8	SLC26A8
BRINP1	Brinp1	BRINP1
TAX1BP3	Tax1bp3	TAX1BP3
CAPRIN1	Caprin1	CAPRIN1
ICA1	Ica1	ICA1
PAPSS1	Papss1	PAPSS1
PLPPR1	Plppr1	PLPPR1
NCBP1	Ncbp1	NCBP1
RPS10-NUDT3	Gm49804	RPS10
HDHD5	Hdhd5	HDHD5
NECAB3	Necab3	NECAB3
NUP88	Nup88	NUP88
MINPP1	Minpp1	MINPP1
KCTD20	Kctd20	KCTD20
API5	Api5	API5
TSPAN13	Tspan13	TSPAN13
COPS4	Cops4	COPS4
TFAM	Tfam	TFAM
TIMP3	Timp3	TIMP3
RPA3	Rpa3	RPA3
TIMM8A	Timm8a1	TIMM8A
GNAL	Gnal	GNAL
CRELD2	Creld2	CRELD2
NXPH1	Nxph1	NXPH1
DOC2B	Doc2b	DOC2B
UNC5B	Unc5b	UNC5B
ANKRD61	Ankrd61	ANKRD61
HNRNPH2	Hnrnph2	HNRNPH2
CAMKK1	Camkk1	CAMKK1
ZNF318	Zfp318	ZNF318
RPUSD2	Rpusd2	RPUSD2
PPP1R3C	Ppp1r3c	PPP1R3C
PLA2G12B	Pla2g12b	PLA2G12B
UQCC2	Uqcc2	C26H6ORF125
GRID1	Grid1	GRID1
CYFIP1	Cyfip1	CYFIP1
FJX1	Fjx1	FJX1
DAAM2	Daam2	DAAM2
RPS24	Rps24	RPS24
C1GALT1	C1galt1	C1GALT1
RNF138	Rnf138rt1	RNF138
RNU1-56P	Gm23464	U1
ARHGEF38	Arhgef38	ARHGEF38
P2RX1	P2rx1	P2RX1
WT1	Wt1	WT1
SNX12	Snx12	SNX12
PRKAR1B	Prkar1b	PRKAR1B
E2F1	E2f1	E2F1
EREG	Ereg	EREG
PARVB	Parvb	PARVB
MEP1B	Mep1b	MEP1B
PXMP4	Pxmp4	PXMP4
BTC	Btc	BTC
PITPNM3	Pitpnm3	PITPNM3
SUPT3H	Supt3	SUPT3H
BDH2	Bdh2	BDH2
IL2RG	Il2rg	IL2RG
ZNF341	Zfp341	ZNF341
CCDC6	Ccdc6	CCDC6
LOXHD1	Loxhd1	LOXHD1
DLG5	Dlg5	DLG5
ANXA1	Anxa1	ANXA1
MMUT	Mmut	MMUT
GJB1	Gjb1	GJB1
TRAM2	Tram2	TRAM2
FAR1	Far1	FAR1
RLIM	Rlim	RLIM
UGT8	Ugt8a	UGT8
ZFYVE19	Zfyve19	ZFYVE19
STK38	Stk38	STK38
NEXMIF	Nexmif	NEXMIF
DUSP21	Dusp21	DUSP21
DIPK2B	Dipk2b	DIPK2B
CHMP4B	Chmp4b	CHMP4B
WIPI2	Wipi2	WIPI2
GCNT1	Gcnt1	GCNT1
GSTCD	Gstcd	GSTCD
BTBD9	Btbd9	BTBD9
RRAS2	Rras2	RRAS
C9orf78	BC005624	C9orf78
AR	Ar	AR
ZC3H7B	Zc3h7b	ZC3H7B
PGK2	Pgk2	PGK2
PCSK5	Pcsk5	PCSK5
RTTN	Rttn	RTTN
CD83	Cd83	CD83
AP5Z1	Ap5z1	AP5Z1
EGF	Egf	EGF
RASA3	Rasa3	RASA3
SPON1	Spon1	SPON1
CLPS	Clps	CLPS
TEF	Tef	TEF
BMF	Bmf	BMF
TBC1D22B	Tbc1d22b	TBC1D22B
PCDH19	Pcdh19	PCDH19
ELOVL5	Elovl5	ELOVL5
TOB2	Tob2	TOB2
MADD	Madd	MADD
PHF5A	Phf5a	PHF5A
ZNF770	Zfp770	ZNF770
BMP15	Bmp15	BMP15
POLR3H	Polr3h	POLR3H
KCNK5	Kcnk5	KCNK5
ARL11	Arl11	ARL11
TCTE1	Tcte1	TCTE1
GPC6	Gpc6	GPC6
NDUFA4	Ndufa4	NDUFA4
EIF6	Eif6	EIF6
BMS1	Bms1	BMS1
SCIN	Scin	SCIN
RBMX	Rbmx	RBMXL1
TLE1	Tle1	TLE1
TRAM1L1	Tram1l1	TRAM1L1
CUL4A	Cul4a	CUL4A
RNF8	Rnf8	RNF8
CSDC2	Csdc2	CSDC2
PMM1	Pmm1	PMM1
MICALL2	Micall2	MICALL2
CCSER2	Ccser2	CCSER2
PCNA	Pcna	PCNA
SNORD61	Snord61	SNORD61
CENPQ	Cenpq	CENPQ
THBS1	Thbs1	THBS1
RUNX2	Runx2	RUNX2
METTL14	Mettl14	METTL14
DESI1	Desi1	DESI1
CDS2	Cds2	CDS2
ASB6	Asb6	ASB6
AQR	Aqr	AQR
GAS1	Gas1	GAS1
XRCC6	Xrcc6	XRCC6
COX19	Cox19	COX19
REEP3	Reep3	REEP3
CORO2A	Coro2a	CORO2A
PROKR2	Prokr2	PROKR1
RNLS	Rnls	RNLS
FGD3	Fgd3	FGD3
ARHGAP19-SLIT1	Arhgap19	ARHGAP19
NPY	Npy	NPY
PPA2	Ppa2	PPA2
IP6K3	Ip6k3	IP6K3
ZNF438	Zfp438	ZNF438
ARL4A	Arl4a	ARL4A
IRAK1BP1	Irak1bp1	IRAK1BP1
ETV1	Etv1	ETV1
DYNLRB1	Dynlrb1	DYNLRB1
TLL2	Tll2	TLL2
SERPINB4	Serpinb3d	OVALY
CHGA	Chga	CHGA
SNX5	Snx5	SNX5
RFK	Rfk	RFKL
NRBF2	Nrbf2	NRBF2
INVS	Invs	INVS
ITPK1	Itpk1	ITPK1
KDM5A	Kdm5a	KDM5A
SERPINB11	Serpinb11	SERPINB11
PALD1	Pald1	PALD1
EMC6	Emc6	EMC6
CXXC4	Cxxc4	CXXC4
FOXA2	Foxa2	FOXA2
SLC25A11	Slc25a11	SLC25A11
TSPAN14	Tspan14	TSPAN14
COMMD7	Commd7	COMMD7
GJD2	Gjd2	GJD2
SNU13	Snu13	SNU13
SMC2	Smc2	SMC2
MEIS2	Meis2	MEIS2
PAK5	Pak5	PAK5
UBA6	Uba6	UBA6
TMEM251	Tmem251	TMEM251
HSCB	Hscb	HSCB
FLT3	Flt3	FLT3
NPVF	Npvf	NPVF
ASXL3	Asxl3	ASXL3
UBR7	Ubr7	UBR7
IQSEC3	Iqsec3	IQSEC3
TNKS2	Tnks2	TNKS2
CTSZ	Ctsz	CTSZ
CHEK2	Chek2	CHEK2
C12orf4	D6Wsu163e	C12orf4
NDNF	Ndnf	NDNF
RNU6-707P	Gm25364	U6
ALKBH1	Alkbh1	ALKBH1
XIAP	Xiap	BIRC8
CRTAC1	Crtac1	CRTAC1
SUSD3	Susd3	SUSD3
SLIRP	Slirp	SLIRP
LDLRAD4	Ldlrad4	LDLRAD4
CSTF2	Cstf2	CSTF2
ETNPPL	Etnppl	ETNPPL
ARGLU1	Arglu1	ARGLU1
ZBTB34	Zbtb34	ZBTB34
ADCK1	Adck1	ADCK1
UBAC1	Ubac1	UBAC1
FKBP4	Fkbp4	FKBP4
DHTKD1	Dhtkd1	DHTKD1
TREML4	Treml4	TREM-B1
FARP1	Farp1	FARP1
CDC14B	Cdc14b	CDC14B
TOP1	Top1	TOP1
